match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,total_runs_last10_ratio,total_wickets_last10_ratio,avg_strike_rate_last10_ratio,avg_economy_rate_last10_ratio,wins_last10_ratio,total_fours_last10_ratio,total_sixes_last10_ratio,total_dots_last10_ratio,total_wides_last10_ratio,total_noballs_last10_ratio
9331181,Ba,11283,9373356.0:7857520.0:4232164.0:4566540.0:3299407.0:232000.0:7883504.0:8725723.0:7878989.0:2526390.0:8725730.0:4017523.0,Hl Ph,12634,3500958.0:4231751.0:2735081.0:2035102.0:3698337.0:5058192.0:6844718.0:4566526.0:6596582.0:4161975.0:7952804.0:8465057.0,Hl Ph,12634,Hl Ph,field,Hr Ct Sm Ie,Indore,2022-10-20,day/night match,Sd Mq Ai Ty,2022/23,7398,1.6666666666666667,0.6721311475409836,139.0,100.0,157.17857142857142,1.1927437641723355,1.6521739130434783,1.318388364748565,1.9439986143987071,0.6721311475409836,1.2195121951219512,1.5384615384615385,1.734463276836158,1.2,4.0
8797060,Ed,20,2089079.0:6139370.0:2076192.0:62432.0:2083409.0:172199.0:2022957.0:1482998.0:1711492.0:4507208.0:3231437.0,Wt Is,41,4690258.0:4069666.0:4230127.0:1942317.0:1613926.0:2740408.0:4739552.0:5744850.0:4690104.0:3715697.0:3468870.0,Ed,20,Wt Is,field,Kn Ol Bn Bs,Bridgetown,2022-01-23,day/night match,Ed tr of Wt Is,2021/22,1406,1.2857142857142858,1.9523809523809523,156.0,50.0,103.5,0.7926757235676314,0.7468354430379747,0.8152988494774539,0.8049543499328425,2.9047619047619047,0.9834710743801653,0.4946236559139785,0.8891013384321224,0.3116883116883117,1.6666666666666667
9433269,We,10576,3298427.0:2288789.0:7773338.0:3519011.0:3681957.0:7671313.0:5320118.0:2922611.0:7184232.0:7661996.0:6240632.0,Ne,8987,4003390.0:1749075.0:1626526.0:4172447.0:5516720.0:7328110.0:125915.0:130437.0:7507303.0:4420828.0:5652828.0,We,10576,Ne,field,Tt Be Nm,Nottingham,2023-06-02,day/night match,Vy Bt,2023,251,0.8571428571428571,0.6721311475409836,173.26666666666668,0.0,154.33333333333334,0.8204204204204204,1.2244897959183674,0.9291599700241785,0.8680693069306931,0.7560975609756098,0.7866666666666666,0.7,1.25,1.3636363636363635,3.0
9587073,Ga An Ws,36084,8127230.0:4690328.0:4069666.0:7960847.0:4690188.0:4739580.0:4739552.0:5744850.0:2294823.0:9266102.0:284339.0,Bs Rs,36070,3462080.0:2436405.0:1798705.0:7550857.0:5742470.0:2740408.0:3575774.0:3200756.0:334963.0:6399210.0:6347494.0,Ga An Ws,36084,Ga An Ws,bat,Bn La Sm Ta Td,Tarouba,2023-09-10,day match,Cn Pr Le,2023,14300,2.1666666666666665,1.975609756097561,164.26666666666668,50.0,144.25,1.6101843722563651,0.8860759493670886,1.1879399648536013,0.7592553749344522,1.196078431372549,1.5268817204301075,1.7301587301587302,0.9512195121951219,0.9571428571428572,0.8888888888888888
9516457,Pb Ks,30407,8127181.0:197658.0:4239038.0:2398346.0:5053082.0:4640824.0:5038046.0:8180500.0:2035102.0:3851518.0:7881845.0:7453697.0,Gt Ts,48341,1958683.0:7491224.0:8059029.0:4377610.0:2252452.0:2966879.0:5554254.0:4690230.0:3373285.0:3759846.0:6496482.0,Gt Ts,48341,Gt Ts,field,Pb Ct An IS Ba Sm Mi Ch,Chandigarh,2023-04-13,night match,In Pr Le,2023,7118,0.8181818181818182,1.3278688524590163,164.66666666666666,0.0,189.0,0.9111498257839721,1.0277777777777777,1.2817304476561588,1.1917137247758416,0.8591549295774648,0.7705882352941177,1.05,1.0453648915187377,1.3333333333333333,1.75
9457412,Ka Ts,42573,393371.0:1594347.0:9470873.0:7960847.0:4403426.0:2614779.0:305143.0:4403503.0:4731628.0:2436356.0:2436776.0,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2820957.0:2804122.0:3125506.0:8072056.0:7084972.0:2875354.0:6149268.0:393182.0,Cm Cs,40424,Cm Cs,field,Se Ba Nl Sm Mr,Dhaka,2023-01-09,night match,Bh Pr Le,2022/23,14188,1.0,1.0,158.44444444444446,50.0,147.93333333333334,1.2143790849673202,1.375,1.2359330491030944,1.2074991133894315,1.1082926829268291,1.3666666666666667,1.4137931034482758,2.5254237288135593,3.2,0.5
9292548,Aa,27,7537004.0:37351.0:1870357.0:2275195.0:4635658.0:6249256.0:1611364.0:5788320.0:3429236.0:2656541.0:2018001.0,Ia,55,2954769.0:238727.0:1776627.0:3125562.0:4377610.0:210328.0:3882850.0:2733380.0:2282125.0:4377694.0:3011735.0,Ia,55,Ia,field,Rv Gi Il Sm Ul Hd,Hyderabad,2022-09-25,night match,Aa tr of Ia,2022,13880,0.7,1.4878048780487805,141.4,50.0,,0.9425403225806451,0.9365079365079365,1.1056553004869791,1.0786255740607535,1.588235294117647,1.0115606936416186,0.9239130434782609,0.823404255319149,1.1764705882352942,2.0
9271758,Ja Ks,47501,6818622.0:5490596.0:6551978.0:4403545.0:298612.0:1634611.0:3162487.0:8067002.0:7968225.0:8072056.0:4403573.0,Ge Gs,47494,6517118.0:4403531.0:4932864.0:2214792.0:7520344.0:3364234.0:1594319.0:305143.0:2270519.0:3008179.0:6686658.0,Ja Ks,47501,Ja Ks,bat,R Pa Sm Co,Colombo,2022-12-18,day match,La Pr Le,2022/23,7041,0.9090909090909092,1.4878048780487805,156.15384615384616,40.0,129.93333333333334,1.3729874776386404,0.9393939393939394,1.3596748334969524,0.991113180000423,1.392156862745098,1.1333333333333333,1.736842105263158,1.03125,0.6444444444444445,0.8333333333333334
9331048,Hl Ph,12634,3500958.0:4231751.0:2735081.0:3698337.0:5058192.0:2035102.0:6844718.0:8228296.0:4566526.0:6596582.0:8465057.0:4161975.0,Sa,14860,9098571.0:227793.0:5977026.0:8442244.0:1663885.0:4192558.0:6698110.0:9009265.0:3691547.0:2733401.0:4141556.0:6785582.0,Hl Ph,12634,Sa,field,Hr Ct Sm Ie,Indore,2022-10-18,day/night match,Sd Mq Ai Ty,2022/23,7398,0.2727272727272727,0.5061728395061729,138.5,0.0,157.69230769230768,0.6015625,0.9166666666666666,0.5097005548829912,0.9334337835656243,1.0,0.6470588235294118,0.4117647058823529,1.3852459016393444,1.0,1.0
9123162,Id,216,2124002.0:2123974.0:7695666.0:6729862.0:6496412.0:2436251.0:3685100.0:2921680.0:2550414.0:6496482.0:8609684.0,Ia,55,3479860.0:5043310.0:3125562.0:4377610.0:210328.0:7422673.0:3882850.0:2282125.0:4859490.0:3011735.0:8725709.0,Ia,55,Ia,field,Te Ve Me Dn,Dublin,2022-06-26,day match,Ia tr of Id,2022,6831,0.3478260869565217,0.5061728395061729,154.26666666666668,0.0,148.5,0.6695431472081218,0.8153846153846154,0.7163757361520082,0.7556454388984509,0.5604395604395604,0.5418994413407822,0.8125,0.6567425569176882,0.6086956521739131,0.2
9516415,Mi Is,30435,238727.0:5043310.0:7537004.0:3125562.0:8191868.0:8713270.0:6249256.0:4171859.0:8227974.0:230775.0:1907352.0:8118914.0,Ci Sr Ks,30414,2653993.0:7422673.0:1945425.0:5001170.0:232000.0:1642738.0:196580.0:2294823.0:3519011.0:2658445.0:5757884.0:3130840.0,Ci Sr Ks,30414,Ci Sr Ks,field,We Sm Mi,Mumbai,2023-04-08,night match,In Pr Le,2023,5004,0.7894736842105263,1.0,161.73333333333332,33.33,164.46666666666667,0.7811621368322399,0.7352941176470589,0.7749453124327894,0.8382674662007963,0.7560975609756098,0.8370786516853933,0.9166666666666666,0.8770491803278688,0.3968253968253968,0.4
9592470,Mi Is,30435,5043310.0:238727.0:7537004.0:3125562.0:8191868.0:6249256.0:8058924.0:2022957.0:8227974.0:230775.0:1907352.0:8442286.0,Lw Sr Gs,48334,2436405.0:6698110.0:3299407.0:2275097.0:8058903.0:4230127.0:3479860.0:2970652.0:8228100.0:5554142.0:7924048.0:7491385.0,Mi Is,30435,Mi Is,bat,MA Cm Sm Ck Ci,Chennai,2023-05-24,night match,In Pr Le,2023,2050,1.3333333333333333,1.975609756097561,177.86666666666667,0.0,159.10714285714286,1.099437148217636,0.5,0.8712382924719122,0.6727951097605332,1.7317073170731707,1.2834645669291338,1.035294117647059,0.5547226386806596,0.4864864864864865,0.3
